速度与激情8 The Fate of the Furious,7.1,F·加里·格雷,范·迪塞尔 / 道恩·强森 / 查理兹·塞隆,动作 / 犯罪,美国,2017,267105,2017年4月14日,进口分账
警察故事2013,5.7,丁晟,成龙 / 刘烨 / 景甜,剧情 / 动作 / 犯罪,中国大陆/香港,2013,53591,2013年12月24日,国产
三生三世十里桃花,3.9,赵小丁 / 安东尼·拉默里纳拉,刘亦菲 / 杨洋 / 罗晋,爱情 / 奇幻,中国大陆,2017,53478,2017年08月03日（14:00）,国产
哆啦A梦：伴我同行 STAND BY ME ドラえもん,7.9,八木龙一 / 山崎贵,水田山葵 / 大原惠美 / 嘉数由美,剧情 / 动画,日本,2014,53411,2015年5月28日,进口
妖猫传,7.0,陈凯歌,黄轩 / 染谷将太 / 张雨绮,剧情 / 悬疑 / 奇幻 / 古装,中国大陆/日本,2017,52999,2017年12月22日,国产（合拍）
超能陆战队 Big Hero 6,8.6,唐·霍尔 / 克里斯·威廉姆斯,斯科特·安第斯 / 瑞恩·波特 / 丹尼尔·海尼,喜剧 / 动作 / 科幻 / 动画 / 冒险,美国,2014,52668,2015年2月28日,进口分账
澳门风云 賭城風雲,5.6,王晶 / 钟少雄,周润发 / 谢霆锋 / 杜汶泽,喜剧 / 动作,中国大陆/香港,2014,52496,2014年1月31日,国产
杀破狼·贪狼 殺破狼‧貪狼,7.2,叶伟信,古天乐 / 吴樾 / 托尼·贾,剧情 / 动作,香港/中国大陆,2017,52269,2017年08月17日,国产（合拍）
熊出没·奇幻空间,6.4,林永长 / 林汇达 / 丁亮,尚雯婕 / 鲍春来 / 孙建宏,儿童 / 动画,中国大陆,2017,52248,2017年1月28日,国产
小时代3：刺金时代,4.3,郭敬明,杨幂 / 柯震东 / 郭采洁,剧情 / 喜剧 / 爱情,中国大陆/台湾,2014,52245,2014年7月17日,国产
北京遇上西雅图,7.4,薛晓路,汤唯 / 吴秀波 / 海清,喜剧 / 爱情,中国大陆/香港,2013,52000,2013年3月21日,国产
一步之遥,6.3,姜文,姜文 / 葛优 / 周韵,剧情 / 喜剧 / 动作,中国大陆/美国/香港,2014,51566,2014年12月18日,国产（合拍）
愤怒的小鸟 Angry Birds,7.0,费格尔·雷利 / 克雷·卡提斯,杰森·苏戴奇斯 / 乔什·加德 / 丹尼·麦克布莱德,喜剧 / 动画 / 冒险,芬兰/美国,2016,51383,2016年5月20日,进口分账
滚蛋吧！肿瘤君,7.4,韩延,白百何 / 吴彦祖 / 李媛,喜剧 / 爱情,中国大陆,2015,51072,2015年8月13日,国产
古墓丽影：源起之战 Tomb Raider,6.2,罗阿尔·乌索格,艾丽西亚·维坎德 / 多米尼克·威斯特 / 沃尔顿·戈金斯,动作 / 冒险,美国,2018,49697,2018年3月16日,进口分账
勇敢者游戏：决战丛林 Jumanji: Welcome to the Jungle,7.0,杰克·卡斯丹,道恩·强森 / 凯文·哈特 / 杰克·布莱克,动作 / 奇幻 / 冒险,美国,2017,49166,2018年1月12日,进口分账
小时代,4.7,郭敬明,杨幂 / 柯震东 / 郭采洁,剧情 / 喜剧 / 爱情,中国大陆/台湾,2013,48814,2013年6月27日,国产
小时代4：灵魂尽头,4.6,郭敬明,杨幂 / 郭采洁 / 陈学冬,喜剧 / 爱情,中国大陆,2015,48787,2015年7月9日,国产
左耳,5.4,苏有朋,陈都灵 / 欧豪 / 马思纯,爱情,中国大陆,2015,48546,2015年4月24日,国产
王牌特工：特工学院 Kingsman: The Secret Service,8.4,马修·沃恩,塔伦·埃格顿 / 科林·费尔斯 / 塞缪尔·杰克逊,喜剧 / 动作 / 冒险,英国/美国,2015,48477,2015年3月27日,进口分账
我不是潘金莲,6.7,冯小刚,范冰冰 / 郭涛 / 大鹏,剧情 / 喜剧,中国大陆,2016,48345,2016年11月18日,国产
摆渡人,4.1,张嘉佳,梁朝伟 / 金城武 / 陈奕迅,喜剧 / 爱情,中国大陆/香港,2016,48297,2016年12月23日,国产（合拍）
哥斯拉 Godzilla,6.4,加里斯·爱德华斯,亚伦·泰勒-约翰逊 / 卡梅隆·CJ·亚当斯 / 渡边谦,动作 / 科幻 / 冒险 / 灾难,美国/日本,2014,48130,2014年6月13日,进口分账
厉害了，我的国,6.5,冯小刚,葛优 / 舒淇 / 孙红雷,喜剧 / 爱情,中国大陆,2010,47880,2010年12月22日,国产（合拍）
星球大战外传：侠盗一号 Rogue One: A Star Wars Story,7.3,加里斯·爱德华斯,菲丽希缇·琼斯 / 迭戈·卢纳 / 甄子丹,动作 / 科幻 / 冒险,美国,2016,47818,2017年1月6日,进口分账
王牌特工2：黄金圈 Kingsman: The Golden Circle,7.0,马修·沃恩,塔伦·埃格顿 / 科林·费尔斯 / 马克·斯特朗,喜剧 / 动作 / 冒险,英国/美国,2017,47427,2017年10月20日,进口分账
加勒比海盗4：惊涛怪浪 Pirates of the Caribbean: On Stranger Tides,7.5,罗伯·马歇尔,约翰尼·德普 / 佩内洛普·克鲁兹 / 杰弗里·拉什,动作 / 奇幻 / 冒险,美国,2011,47367,2011年5月20日,进口分账
霍比特人2：史矛革之战 The Hobbit: The Desolation of Smaug,8.2,彼得·杰克逊,伊恩·麦克莱恩 / 马丁·弗瑞曼 / 理查德·阿米蒂奇,动作 / 奇幻 / 冒险,美国/新西兰,2013,46343,2014年2月21日,进口分账
盗梦空间 Inception,9.3,克里斯托弗·诺兰,莱昂纳多·迪卡普里奥 / 约瑟夫·高登-莱维特 / 艾伦·佩吉,剧情 / 科幻 / 悬疑 / 冒险,美国/英国,2010,46030,2010年9月1日,进口分账
缝纫机乐队,6.7,大鹏,大鹏 / 乔杉 / 古力娜扎,喜剧 / 音乐,中国大陆,2017,45933,2017年09月29日,国产
同桌的妳,5.8,郭帆,周冬雨 / 林更新 / 隋凯,剧情 / 爱情,中国大陆,2014,45610,2014年4月25日,国产
变形金刚2 Transformers: Revenge of the Fallen,7.6,迈克尔·贝,希亚·拉博夫 / 梅根·福克斯 / 乔什·杜哈明,动作 / 科幻,美国,2009,45119,2009年6月26日,进口分账
冰川时代4 Ice Age: Continental Drift,8.0,麦克·特米尔 / 史蒂夫·马蒂诺,阿兹·安萨里 / 乔·贝哈 / 克里斯托弗·坎贝尔,喜剧 / 动画 / 冒险,美国,2012,44913,2012年7月27日,进口特种
敢死队3 The Expendables 3,6.7,帕特里克·休斯,西尔维斯特·史泰龙 / 杰森·斯坦森 / 阿诺·施瓦辛格,动作 / 惊悚 / 冒险,美国/法国,2014,44755,2014年9月1日,进口
冰川时代5：星际碰撞 Ice Age: Collision Course,6.7,麦克·特米尔 / 加仑·T·楚,西蒙·佩吉 / 洁茜J  / 杰西·泰勒·弗格森,喜剧 / 动画 / 冒险,美国,2016,44717,2016年8月23日,进口分账
谍影重重5 Jason Bourne,7.3,保罗·格林格拉斯,马特·达蒙 / 汤米·李·琼斯 / 艾丽西亚·维坎德,动作 / 悬疑 / 惊悚,美国,2016,44703,2016年8月23日,进口分账
灰姑娘 Cinderella,6.8,肯尼思·布拉纳,莉莉·詹姆斯 / 理查德·麦登 / 凯特·布兰切特,爱情 / 奇幻 / 冒险,美国/英国,2015,44558,2015年3月13日,进口分账
奔跑吧！兄弟,3.3,胡笳 / 岑俊义,杨颖 / 王宝强 / 李晨,喜剧,中国大陆,2015,44394,2015年1月30日,国产
星际迷航3：超越星辰 Star Trek Beyond,7.3,林诣彬,克里斯·派恩 / 扎克瑞·昆图 / 佐伊·索尔达娜,动作 / 科幻 / 冒险,美国,2016,44092,2016年9月2日,进口分账
全球风暴 Geostorm,6.2,迪安·德夫林,杰拉德·巴特勒 / 吉姆·斯特吉斯 / 艾比·考尼什,动作 / 科幻 / 灾难,美国,2017,43403,2017年10月27日,进口
小黄人大眼萌 Minions,7.3,凯尔·巴尔达 / 皮埃尔·柯芬,桑德拉·布洛克 / 乔恩·哈姆 / 迈克尔·基顿,喜剧 / 动画,美国,2015,43206,2015年9月13日,进口分账
地心引力 Gravity,7.8,阿方索·卡隆,桑德拉·布洛克 / 乔治·克鲁尼 / 艾德·哈里斯,科幻 / 惊悚 / 灾难,美国/英国,2013,42981,2013年11月19日,进口分账
血战钢锯岭 Hacksaw Ridge,8.7,梅尔·吉布森,安德鲁·加菲尔德 / 萨姆·沃辛顿 / 文斯·沃恩,剧情 / 传记 / 历史 / 战争,美国/澳大利亚,2016,42654,2016年12月8日,进口
建党伟业,7.7,林诣彬,范·迪塞尔 / 保罗·沃克 / 道恩·强森,动作 / 犯罪 / 惊悚,美国,2013,41384,2013年7月26日,进口分账
百团大战,4.8,宁海强 / 张玉中,唐国强 / 王伍福 / 陶泽如,历史 / 战争,中国大陆,2015,41236,2015年8月28日（8月25日-27日点映）,国产
极品飞车 Need for Speed,7.2,斯科特·沃,亚伦·保尔 / 达科塔·约翰逊 / 伊莫琴·普茨,剧情 / 动作 / 犯罪 / 惊悚,美国/菲律宾/爱尔兰/英国,2014,41195,2014年3月14日,进口分账
京城81号,4.8,叶伟民,吴镇宇 / 林心如 / 杨祐宁,剧情 / 悬疑 / 恐怖,中国大陆,2014,41184,2014年7月18日,国产
星际特工：千星之城 Valérian and the City of a Thousand Planets,7.0,吕克·贝松,戴恩·德哈恩 / 卡拉·迪瓦伊 / 克里夫·欧文,动作 / 科幻 / 冒险,法国,2017,40958,2017年08月25日,进口
钟馗伏魔：雪妖魔灵,4.2,鲍德熹 / 赵天宇,陈坤 / 李冰冰 / 赵文瑄,动作 / 爱情 / 奇幻,中国大陆/香港/美国,2015,40862,2015年2月19日,国产（合拍）
明日边缘 Edge of Tomorrow,8.0,道格·里曼,汤姆·克鲁斯 / 艾米莉·布朗特 / 布莱丹·格里森,动作 / 科幻,美国/加拿大,2014,40609,2014年6月6日,进口分账
北京爱情故事,6.1,陈思诚,梁家辉 / 刘嘉玲 / 王学兵,爱情,中国大陆,2014,40582,2014年2月13日14点,国产
建军大业,5.4,陈凯歌,王宝强 / 郭富城 / 张震,喜剧 / 动作 / 奇幻 / 冒险 / 武侠 / 古装,中国大陆/美国,2015,40071,2015年7月2日18点,国产（合拍）
拆弹专家,6.4,邱礼涛,刘德华 / 姜武 / 宋佳,动作 / 犯罪 / 悬疑,中国大陆/香港,2017,40054,2017年04月28日,国产（合拍）
嫌疑人X的献身,6.4,苏有朋,王凯 / 张鲁一 / 林心如,犯罪 / 悬疑,中国大陆,2017,40001,2017年03月31日,国产
驯龙高手2 How to Train Your Dragon 2,7.9,迪恩·德布洛斯,杰伊·巴鲁切尔 / 凯特·布兰切特 / 杰拉德·巴特勒,喜剧 / 动画 / 奇幻 / 冒险 / 家庭,美国,2014,39747,2014年8月14日,进口分账
疯狂原始人 The Croods,8.7,柯克·德·米科 / 克里斯·桑德斯,尼古拉斯·凯奇 / 艾玛·斯通 / 瑞恩·雷诺兹,喜剧 / 动画 / 冒险,美国,2013,39489,2013年4月20日,进口分账
超人：钢铁之躯 Man of Steel,6.9,扎克·施奈德,亨利·卡维尔 / 艾米·亚当斯 / 迈克尔·珊农,动作 / 科幻 / 冒险,美国/英国,2013,39464,2013年6月20日,进口分账
忍者神龟2：破影而出 Teenage Mutant Ninja Turtles: Out of the Shadows,6.3,戴夫·格林,梅根·福克斯 / 斯蒂芬·阿梅尔 / 威尔·阿奈特,喜剧 / 动作 / 科幻 / 冒险,美国/中国大陆/香港/加拿大,2016,39352,2016年7月2日,进口分账
哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2,8.7,大卫·叶茨,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特,剧情 / 悬疑 / 奇幻 / 冒险,美国/英国,2011,39344,2011年8月4日,进口分账
白发魔女传之明月天国,3.7,张之亮,范冰冰 / 黄晓明 / 赵文卓,动作 / 爱情 / 奇幻 / 武侠 / 古装,中国大陆/香港,2014,38971,2014年7月31日18点,国产
爱宠大机密 The Secret Life of Pets,7.5,克里斯·雷纳德 / 亚罗·切尼,路易·C·K / 艾瑞克·斯通斯崔特 / 凯文·哈特,喜剧 / 动画,美国,2016,38916,2016年8月2日,进口分账
地心历险记2：神秘岛 Journey 2: The Mysterious Island,6.2,布拉德·佩顿,道恩·强森 / 乔什·哈切森 / 迈克尔·凯恩,动作 / 科幻 / 冒险,美国,2012,38849,2012年2月10日,进口特种
爱丽丝梦游仙境2：镜中奇遇记 Alice Through the Looking Glass,6.7,詹姆斯·博宾,约翰尼·德普 / 米娅·华希科沃斯卡 / 海伦娜·伯翰·卡特,奇幻 / 冒险,美国,2016,38678,2016年5月27日,进口分账
爵迹,3.9,郭敬明,范冰冰 / 吴亦凡 / 陈学冬,动画 / 奇幻,中国大陆,2016,38304,2016年9月30日,国产（合拍）
栀子花开,4.1,何炅,李易峰 / 张慧雯 / 蒋劲夫,爱情,中国大陆,2015,37907,2015年7月10日,国产
荒野猎人 The Revenant,7.8,亚利桑德罗·冈萨雷斯·伊纳里图,莱昂纳多·迪卡普里奥 / 汤姆·哈迪 / 多姆纳尔·格里森,剧情 / 惊悚 / 冒险,美国,2015,37740,2016年3月18日,进口
007：大破天幕杀机 Skyfall,6.9,萨姆·门德斯,丹尼尔·克雷格 / 朱迪·丹奇 / 哈维尔·巴登,动作 / 惊悚 / 犯罪 / 冒险,英国/美国,2012,37678,2013年1月21日,进口分账
忍者神龟：变种时代 Teenage Mutant Ninja Turtles,6.4,乔纳森·里贝斯曼,梅根·福克斯 / 威尔·阿奈特 / 威廉·菲德内尔,喜剧 / 动作 / 科幻 / 冒险,美国,2014,37423,2014年10月31日,进口分账
一九四二,7.4,冯小刚,张国立 / 张默 / 徐帆,剧情 / 历史 / 战争 / 灾难,中国大陆,2012,37217,2012年11月29日,国产（合拍）
火锅英雄,7.2,杨庆,陈坤 / 白百何 / 秦昊,剧情 / 犯罪,中国大陆,2016,37056,2016年4月1日,国产
重返20岁,7.2,陈正道,杨子姗 / 归亚蕾 / 陈柏霖,喜剧 / 爱情 / 奇幻,中国大陆/韩国/台湾/香港,2015,36694,2015年1月8日,国产
大话西游3,3.6,刘镇伟,韩庚 / 唐嫣 / 吴京,喜剧 / 爱情 / 奇幻,中国大陆/香港,2016,36570,2016年9月14日,国产
妖铃铃,4.3,吴君如,吴君如 / 沈腾 / 岳云鹏,喜剧 / 恐怖,中国大陆,2017,36293,2017年12月29日,国产（合拍）
我的少女时代 我的少女時代,7.8,陈玉珊,宋芸桦 / 王大陆 / 李玉玺,喜剧 / 爱情,台湾,2015,36134,2015年11月19日,进口
泰坦尼克号 Titanic,9.3,詹姆斯·卡梅隆,莱昂纳多·迪卡普里奥 / 凯特·温丝莱特 / 比利·赞恩,剧情 / 爱情 / 灾难,美国,1997,35950,1998年4月3日,进口分账
幕后玩家,5.9,任鹏远,徐峥 / 王丽坤 / 王砚辉,剧情 / 犯罪 / 悬疑,中国大陆,2018,35749,2018年4月28日,国产
失恋33天,7.3,滕华涛,白百何 / 文章 / 张嘉译,剧情 / 爱情,中国大陆,2011,35608,2011年11月8日,国产
星际迷航2：暗黑无界 Star Trek Into Darkness,7.9,J·J·艾布拉姆斯,克里斯·派恩 / 扎克瑞·昆图 / 佐伊·索尔达娜,动作 / 科幻 / 冒险,美国,2013,35390,2013年5月28日,进口分账
何以笙箫默,3.6,杨文军 / 黄斌,黄晓明 / 杨幂 / 佟大为,爱情,中国大陆,2015,35348,2015年4月30日,国产
一代宗师 一代宗師,7.8,王家卫,梁朝伟 / 章子怡 / 张震,剧情,中国大陆/香港,2013,35278,2015年1月8日（终极版）|2013年1月8日,国产
侏罗纪公园 Jurassic Park,8.0,史蒂文·斯皮尔伯格,山姆·尼尔 / 劳拉·邓恩 / 杰夫·高布伦,科幻 / 惊悚 / 冒险,美国,1993,34621,2013年8月20日,进口分账
亲爱的,8.3,陈可辛,赵薇 / 黄渤 / 佟大为,剧情 / 家庭,中国大陆/香港,2014,34443,2014年9月25日18点,国产
雷神2：黑暗世界 Thor: The Dark World,7.3,阿兰·泰勒,克里斯·海姆斯沃斯 / 娜塔莉·波特曼 / 汤姆·希德勒斯顿,动作 / 奇幻 / 冒险,美国,2013,34101,2013年11月8日,进口分账
伦敦陷落 London Has Fallen,6.1,巴巴克·纳加非,杰拉德·巴特勒 / 艾伦·艾克哈特 / 摩根·弗里曼,动作 / 犯罪 / 惊悚,英国/美国/保加利亚,2016,33976,2016年4月8日,进口分账
机械师2：复活 Mechanic: Resurrection,5.7,丹尼斯·甘塞尔,杰森·斯坦森 / 杰西卡·阿尔芭 / 汤米·李·琼斯,动作 / 犯罪,法国/美国,2016,33886,2016年10月21日,进口
特种部队2：全面反击 G.I. Joe: Retaliation,6.4,朱浩伟,道恩·强森 / 布鲁斯·威利斯 / 李秉宪,动作 / 冒险,美国,2013,33803,2013年4月15日,进口分账
致青春·原来你还在这里,4.1,周拓如,吴亦凡 / 刘亦菲 / 金世佳,剧情 / 爱情,中国大陆,2016,33708,2016年7月8日,国产
敢死队2 The Expendables 2,6.8,西蒙·韦斯特,西尔维斯特·史泰龙 / 杰森·斯坦森 / 李连杰,动作 / 冒险,美国,2012,33406,2012年9月4日,进口
非诚勿扰,7.1,冯小刚,葛优 / 舒淇 / 范伟,喜剧 / 爱情,中国大陆,2008,32526,2008年12月18日,国产（合拍）
我的特工爷爷 特工爺爺,5.3,洪金宝,洪金宝 / 刘德华 / 朱雨辰,剧情 / 动作 / 冒险,香港/中国大陆,2016,32518,2016年4月1日,国产（合拍）
神偷奶爸2 Despicable Me 2,8.0,皮埃尔·柯芬 / 克里斯·雷纳德,史蒂夫·卡瑞尔 / 克里斯汀·韦格 / 本杰明·布拉特,喜剧 / 动画 / 冒险,美国,2013,32425,2014年1月10日,进口特种
博物馆奇妙夜3 Night at the Museum: Secret of the Tomb,7.0,肖恩·利维,本·斯蒂勒 / 罗宾·威廉姆斯 / 欧文·威尔逊,喜剧 / 奇幻 / 冒险,美国/英国,2014,32331,2014年1月4日,进口报关
万万没想到,5.5,易小星,白客 / 杨子姗 / 陈柏霖,喜剧 / 奇幻 / 冒险 / 古装,中国大陆,2015,32216,2015年12月18日（12月12日&amp;12月13日14-20时点映）,国产
横冲直撞好莱坞,4.4,蒂姆·肯德尔,赵薇 / 黄晓明 / 佟大为,喜剧 / 动作 / 冒险,中国大陆/香港/美国,2015,32214,2015年6月26日,国产（合拍）
赤壁(上),6.3,吴宇森,梁朝伟 / 金城武 / 张丰毅,动作 / 冒险 / 剧情 / 历史 / 战争,中国大陆/香港/台湾/日本/韩国,2008,32100,2008年7月10日,国产（合拍）
空天猎,5.1,李晨,李晨 / 范冰冰 / 王千源,剧情 / 动作 / 战争,中国大陆,2017,31900,2017年09月29日,国产
风暴 風暴,6.4,袁锦麟,刘德华 / 姚晨 / 林家栋,动作 / 犯罪,香港/中国大陆,2013,31763,2013年12月12日,国产（合拍）
霍比特人1：意外之旅 The Hobbit: An Unexpected Journey,8.2,彼得·杰克逊,伊恩·麦克莱恩 / 马丁·弗瑞曼 / 理查德·阿米蒂奇,动作 / 奇幻 / 冒险,美国/新西兰,2012,31591,2013年2月22日,进口特种
移动迷宫3：死亡解药 Maze Runner: The Death Cure,5.4,韦斯·鲍尔,迪伦·奥布莱恩 / 卡雅·斯考达里奥 / 李起弘,动作 / 科幻 / 冒险,美国,2018,31518,2018年1月26日,进口分账
机械战警 RoboCop,6.3,若泽·帕迪里亚,乔尔·金纳曼 / 加里·奥德曼 / 迈克尔·基顿,动作 / 科幻 / 犯罪,美国,2014,31493,2014年2月28日,进口分账
太空旅客 Passengers,7.0,莫滕·泰杜姆,詹妮弗·劳伦斯 / 克里斯·帕拉特 / 麦克·辛,冒险 / 科幻,美国,2016,31449,2017年1月13日,进口分账
超凡蜘蛛侠 The Amazing Spider-Man,7.2,马克·韦布,安德鲁·加菲尔德 / 艾玛·斯通 / 瑞斯·伊凡斯,动作 / 科幻 / 冒险,美国,2012,31151,2012年8月27日,进口分账
超级战舰 Battleship,6.6,彼得·博格,泰勒·克奇 / 亚历山大·斯卡斯加德 / 蕾哈娜,动作 / 科幻 / 冒险 / 灾难,美国,2012,31139,2012年4月18日,进口分账
异形：契约 Alien: Covenant,7.3,雷德利·斯科特,迈克尔·法斯宾德 / 凯瑟琳·沃特斯顿 / 比利·克鲁德普,科幻 / 恐怖,美国,2017,31117,2017年06月16日,进口分账
窃听风云3,6.2,麦兆辉 / 庄文强,刘青云 / 古天乐 / 吴彦祖,动作 / 犯罪 / 悬疑 / 惊悚,香港/中国大陆,2014,30922,2014年5月29日,国产（合拍）
泰山归来：险战丛林 The Legend of Tarzan,6.0,大卫·叶茨,亚历山大·斯卡斯加德 / 玛格特·罗比 / 塞缪尔·杰克逊,动作 / 冒险,美国/英国/加拿大,2016,30603,2016年7月19日,进口特种
机器之血,5.0,张立嘉,成龙 / 罗志祥 / 欧阳娜娜,剧情 / 动作 / 科幻,中国大陆,2017,30530,2017年12月22日,国产（合拍）
烈日灼心,7.9,曹保平,邓超 / 段奕宏 / 郭涛,剧情 / 犯罪 / 悬疑,中国大陆,2015,30429,2015年8月27日,国产
心理罪,5.1,谢东燊,廖凡 / 李易峰 / 万茜,动作 / 犯罪 / 悬疑,中国大陆,2017,30419,2017年08月11日,国产
奇门遁甲,4.5,袁和平,大鹏 / 倪妮 / 李治廷,动作 / 奇幻,中国大陆/香港,2017,29965,2017年12月14日（18点起）,国产（合拍）
天机·富春山居图,2.9,孙健君,刘德华 / 林志玲 / 张静初,动作 / 冒险,中国大陆,2013,29909,2013年6月9日,国产
冰雪奇缘 Frozen,8.3,克里斯·巴克 / 珍妮弗·李,克里斯汀·贝尔 / 伊迪娜·门泽尔 / 乔纳森·格罗夫,喜剧 / 动画 / 奇幻 / 歌舞,美国,2013,29843,2014年2月5日,进口分账
沉睡魔咒 Maleficent,6.9,罗伯特·斯特罗姆伯格,安吉丽娜·朱莉 / 艾丽·范宁 / 沙尔托·科普雷,动作 / 爱情 / 奇幻 / 冒险,美国/英国,2014,29568,2014年6月20日,进口分账
熊出没之雪岭熊风,7.3,丁亮 / 刘富源,张伟 / 张秉君 / 谭笑,喜剧 / 动画 / 冒险 / 家庭,中国大陆,2015,29534,2015年1月30日,国产
小时代2：青木时代,4.9,郭敬明,杨幂 / 柯震东 / 郭采洁,剧情 / 喜剧 / 爱情,中国大陆/台湾,2013,29350,2013年8月8日,国产（合拍）
记忆大师,7.2,陈正道,黄渤 / 段奕宏 / 徐静蕾,剧情 / 犯罪 / 悬疑 / 惊悚,中国大陆,2017,29295,2017年04月28日,国产（合拍）
狄仁杰之通天帝国,6.4,徐克,刘德华 / 刘嘉玲 / 李冰冰,剧情 / 动作 / 犯罪 / 悬疑 / 古装,中国大陆/香港,2010,29228,2010年9月29日,国产（合拍）
二代妖精之今生有幸,5.7,肖洋,冯绍峰 / 刘亦菲 / 李光洁,喜剧 / 爱情 / 奇幻,中国大陆,2017,29208,2017年12月29日,国产
归来,7.7,张艺谋,陈道明 / 巩俐 / 张慧雯,剧情 / 历史 / 爱情,中国大陆,2014,29203,2014年5月16日,国产
满城尽带黄金甲,5.2,张艺谋,周润发 / 巩俐 / 刘烨,剧情 / 动作 / 爱情 / 古装,中国大陆/香港,2006,29100,2006年12月14日,国产
十月围城,7.7,陈德森,甄子丹 / 王学圻 / 梁家辉,动作 / 剧情 / 历史,香港/中国大陆,2009,29032,2009年12月17日,国产（合拍）
微爱之渐入佳境,4.6,顾长卫,杨颖 / 陈赫 / 张鲁一,喜剧 / 爱情,中国大陆,2014,28892,2014年12月31日,国产
咱们结婚吧,5.9,刘江,高圆圆 / 姜武 / 李晨,喜剧 / 爱情,中国大陆,2015,28780,2015年4月2日,国产
熊出没之熊心归来,6.2,丁亮 / 林永长,张伟 / 张秉君 / 谭笑,喜剧 / 动画 / 冒险,中国大陆,2016,28778,2016年1月16日,国产
小萝莉的猴神大叔 Bajrangi Bhaijaan,8.6,卡比尔·汗,萨尔曼·汗 / 哈莎莉·马洛特拉 / 卡琳娜·卡普尔,剧情 / 喜剧 / 动作,印度,2015,28544,2018年3月2日,进口
不二神探,4.6,王子鸣,文章 / 李连杰 / 刘诗诗,喜剧 / 动作 / 犯罪,中国大陆,2013,28428,2013年6月21日,国产
封神传奇,2.9,许安,李连杰 / 范冰冰 / 黄晓明,剧情 / 动作 / 奇幻,香港/中国大陆,2016,28406,2016年7月29日,国产（合拍）
有一个地方只有我们知道,4.9,徐静蕾,吴亦凡 / 王丽坤 / 徐静蕾,爱情,中国大陆,2015,28335,2015年2月10日,国产
变形金刚 Transformers,8.1,迈克尔·贝,希亚·拉博夫 / 泰瑞斯·吉布森 / 乔什·杜哈明,动作 / 科幻,美国,2007,28232,2007年7月11日,进口分账
微微一笑很倾城,5.0,赵天宇,井柏然 / 杨颖 / 李沁,爱情,中国大陆,2016,27584,2016年8月12日,国产
