速度与激情8 The Fate of the Furious,7.1,F·加里·格雷,范·迪塞尔 / 道恩·强森 / 查理兹·塞隆,动作 / 犯罪,美国,2017,267105,2017年4月14日,进口分账
大兵小将,6.8,丁晟,成龙 / 王力宏 / 刘承俊,动作 / 冒险 / 喜剧,中国大陆/香港,2010,16218,2010年2月14日,国产（合拍）
哆啦A梦：大雄的金银岛 ドラえもん のび太の宝島,6.8,今井一晓,水田山葵 / 大原惠美 / 嘉数由美,动画 / 奇幻 / 冒险,日本,2018,16190,2018年6月6日,进口（上映中……）
我的早更女友,5.4,郭在容,周迅 / 佟大为 / 钟汉良,喜剧 / 爱情,中国大陆,2014,16187,2014年12月12日,国产
神探夏洛克：可恶的新娘 Sherlock: The Abominable Bride,6.9,道格拉斯·麦金农,本尼迪克特·康伯巴奇 / 马丁·弗瑞曼 / 尤娜·斯塔布斯,剧情 / 犯罪 / 悬疑,英国,2016,16135,2016年1月4日,进口
诸神之怒 Wrath of the Titans,5.9,乔纳森·里贝斯曼,萨姆·沃辛顿 / 拉尔夫·费因斯 / 连姆·尼森,动作 / 奇幻 / 冒险,美国,2012,16126,2012年3月30日,进口特种
刺客信条 Assassin&#39;s Creed,5.4,贾斯汀·库泽尔,迈克尔·法斯宾德 / 玛丽昂·歌迪亚 / 杰瑞米·艾恩斯,动作 / 历史 / 科幻 / 冒险,美国/法国/香港/英国/台湾/马耳他/加拿大,2016,16104,2017年02月24日,进口
一触即发 Jack Ryan: Shadow Recruit,5.7,肯尼思·布拉纳,克里斯·派恩 / 凯文·科斯特纳 / 肯尼思·布拉纳,剧情 / 动作 / 惊悚,美国/俄罗斯,2014,16084,2014年1月17日,进口分账
极乐空间 Elysium,6.2,尼尔·布洛姆坎普,马特·达蒙 / 朱迪·福斯特 / 沙尔托·科普雷,剧情 / 动作 / 科幻,美国,2013,16006,2013年9月5日,进口分账
怦然星动,4.2,陈国辉,杨幂 / 李易峰 / 陈数,喜剧 / 爱情,中国大陆,2015,15956,2015年12月3日,国产
关云长,4.9,麦兆辉 / 庄文强,甄子丹 / 姜文 / 孙俪,动作 / 传记 / 剧情 / 历史,中国大陆/香港,2011,15876,2011年4月26日,国产（合拍）
小王子 Le Petit Prince,8.0,马克·奥斯本,杰夫·布里吉斯 / 麦肯吉·弗依 / 瑞秋·麦克亚当斯,动画 / 奇幻,法国,2015,15826,2015年10月16日,进口
大海啸之鲨口逃生 Bait 3D,5.4,金波·兰道,沙妮·文森 / 泽维尔·塞缪尔 / 朱利安·麦克马洪,动作 / 惊悚 / 灾难,澳大利亚,2012,15771,2012年10月12日,国产（合拍）
非凡任务,6.4,麦兆辉 / 潘耀明,黄轩 / 段奕宏 / 郎月婷,剧情 / 动作 / 犯罪,中国大陆,2017,15643,2017年03月31日,国产（合拍）
夏有乔木 雅望天堂,4.7,赵真奎,吴亦凡 / 韩庚 / 卢杉,爱情,中国大陆,2016,15637,2016年8月5日,国产
消失的子弹,6.4,罗志良,谢霆锋 / 刘青云 / 杨幂,动作 / 悬疑 / 犯罪,中国大陆/香港,2012,15611,2012年8月14日,国产
冲上云霄 衝上雲霄,4.4,叶伟信 / 邹凯光,古天乐 / 郑秀文 / 吴镇宇,剧情 / 爱情,香港/中国大陆,2015,15606,2015年2月19日,国产（合拍）
特殊身份,3.9,霍耀良,甄子丹 / 景甜 / 安志杰,动作 / 犯罪,中国大陆,2013,15576,2013年10月18日,国产
大笑江湖,4.5,朱延平,小沈阳 / 林熙蕾 / 赵本山,喜剧 / 动作 / 古装,中国大陆/台湾,2010,15482,2010年12月3日,国产（合拍）
十面埋伏,5.8,张艺谋,章子怡 / 刘德华 / 金城武,剧情 / 武侠 / 古装,中国大陆/香港,2004,15360,2004年7月16日,国产
鸿门宴传奇,6.3,李仁港,黎明 / 冯绍峰 / 刘亦菲,剧情 / 动作 / 历史 / 爱情 / 古装,中国大陆/香港,2011,15244,2011年11月29日,国产（合拍）
黄金大劫案,6.8,宁浩,雷佳音 / 陶虹 / 程媛媛,剧情 / 喜剧 / 动作 / 历史 / 爱情 / 战争,中国大陆,2012,15146,2012年4月23日,国产
蜘蛛侠3 Spider-Man 3,7.0,山姆·雷米,托比·马奎尔 / 克斯汀·邓斯特 / 詹姆斯·弗兰科,动作 / 科幻 / 冒险,美国,2007,14971,2007年5月1日,进口分账
被偷走的那五年,5.8,黄真真,白百何 / 张孝全 / 范玮琪,爱情,中国大陆,2013,14913,2013年8月29日,国产
谜城,5.5,林岭东,古天乐 / 余文乐 / 佟丽娅,动作 / 犯罪 / 惊悚,中国大陆/香港,2015,14911,2015年7月30日,国产（合拍）
大上海,6.6,王晶,周润发 / 黄晓明 / 洪金宝,剧情 / 动作,中国大陆/香港,2012,14899,2012年12月21日,国产
哆啦A梦：大雄的南极冰冰凉大冒险 ドラえもん のび太の南極カチコチ大冒険,6.6,高桥敦史,水田山葵 / 大原惠美 / 嘉数由美,动画 / 冒险,日本,2017,14893,2017年05月39日,进口
遗落战境 Oblivion,6.9,约瑟夫·科辛斯基,汤姆·克鲁斯 / 摩根·弗里曼 / 欧嘉·柯瑞兰寇,动作 / 科幻 / 悬疑 / 冒险,美国,2013,14864,2013年5月10日,进口分账
移动迷宫 The Maze Runner,6.8,韦斯·鲍尔,迪伦·奥布莱恩 / 阿梅尔·艾米恩 / 李起弘,动作 / 科幻 / 冒险,美国/英国/英国,2014,14818,2014年10月28日,进口分账
太极1：从零开始,5.7,冯德伦,袁晓超 / 梁家辉 / 杨颖,喜剧 / 动作 / 奇幻 / 武侠 / 古装,中国大陆,2012,14711,2012年9月27日,国产
山楂树之恋,6.7,张艺谋,周冬雨 / 窦骁 / 奚美娟,剧情 / 爱情,中国大陆,2010,14662,2010年9月15日,国产
毒战 毒戰,7.2,杜琪峰,孙红雷 / 古天乐 / 黄奕,剧情 / 动作 / 犯罪,中国大陆/香港,2012,14650,2013年4月2日,国产
破风 破風,7.2,林超贤,彭于晏 / 窦骁 / 崔始源,剧情 / 运动,香港/中国大陆,2015,14523,2015年8月6日18点起,国产（合拍）
哈利·波特与凤凰社 Harry Potter and the Order of the Phoenix,7.8,大卫·叶茨,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特,奇幻 / 冒险,英国/美国,2007,14515,2007年8月10日,进口分账
万物生长,5.8,李玉,范冰冰 / 韩庚 / 齐溪,喜剧 / 爱情,中国大陆,2015,14500,2015年4月17日,国产
锦衣卫,5.9,李仁港,甄子丹 / 赵薇 / 吴尊,剧情 / 动作 / 惊悚 / 武侠 / 古装,中国大陆/香港/新加坡,2010,14470,2010年2月3日,国产（合拍）
惊天魔盗团 Now You See Me,7.5,路易斯·莱特里尔,杰西·艾森伯格 / 艾拉·菲舍尔 / 伍迪·哈里森,剧情 / 犯罪 / 悬疑,美国/法国,2013,14351,2013年10月10日,进口
饥饿游戏3：嘲笑鸟(下) The Hunger Games: Mockingjay - Part 2,6.2,弗朗西斯·劳伦斯,詹妮弗·劳伦斯 / 乔什·哈切森 / 利亚姆·海姆斯沃斯,动作 / 科幻 / 冒险,美国,2015,14342,2015年11月20日,进口分账
圆梦巨人 The BFG,6.8,史蒂文·斯皮尔伯格,鲁比·巴恩希尔 / 马克·里朗斯 / 比尔·哈德尔,奇幻 / 冒险,美国/英国,2016,14322,2016年10月14日,进口
白鹿原,6.3,王全安,张丰毅 / 张雨绮 / 段奕宏,剧情 / 历史,中国大陆,2012,14299,2012年9月15日,国产
喜羊羊与灰太狼之兔年顶呱呱,6.2,赵崇邦,祖丽晴 / 张琳 / 邓玉婷,喜剧 / 动画,中国大陆,2011,14230,2011年1月21日,国产
精武风云·陈真,6.0,刘伟强,甄子丹 / 舒淇 / 黄秋生,动作,香港/中国大陆,2010,14122,2010年9月21日,国产（合拍）
倩女幽魂,5.3,叶伟信,刘亦菲 / 古天乐 / 余少群,剧情 / 奇幻 / 惊悚 / 古装,中国大陆/香港,2011,14029,2011年4月19日,国产（合拍）
青蜂侠 The Green Hornet,5.7,米歇尔·贡德里,塞斯·罗根 / 周杰伦 / 卡梅隆·迪亚兹,喜剧 / 动作 / 犯罪,美国,2011,14021,2011年2月8日,进口分账
王牌保镖 The Hitman&#39;s Bodyguard,7.3,帕特里克·休斯,瑞恩·雷诺兹 / 塞缪尔·杰克逊 / 加里·奥德曼,喜剧 / 动作 / 犯罪,美国/中国大陆/保加利亚/荷兰,2017,13979,2017年09月22日,进口
蓝精灵2 The Smurfs 2,6.4,拉加·高斯内尔,尼尔·帕特里克·哈里斯 / 布莱丹·格里森 / 汉克·阿扎利亚,喜剧 / 动画 / 奇幻,美国,2013,13844,2013年9月12日,进口特种
生化危机4：战神再生 Resident Evil: Afterlife,6.3,保罗·安德森,米拉·乔沃维奇 / 艾丽·拉特 / 温特沃斯·米勒,动作 / 科幻 / 恐怖,德国/法国/美国/加拿大,2010,13795,2010年11月16日,进口
色，戒,8.2,李安,梁朝伟 / 汤唯 / 陈冲,剧情 / 爱情 / 情色,台湾/中国大陆/美国/香港,2007,13757,2007年11月1日,国产（合拍）
非常幸运,4.5,丹尼·高顿,章子怡 / 王力宏 / 林心如,喜剧 / 爱情,中国大陆/香港,2013,13714,2013年9月17日,国产
赛车总动员3：极速挑战 Cars 3,7.1,布莱恩·菲,欧文·威尔逊 / 克里斯黛拉·阿朗索 / 克里斯·库珀,喜剧 / 动画 / 冒险,美国,2017,13712,2017年08月25日,进口分账
爱 愛,7.0,钮承泽,舒淇 / 赵薇 / 赵又廷,剧情 / 爱情,台湾/中国大陆,2012,13680,2012年2月13日（14点）,国产（合拍）
致命伴旅 The Tourist,6.6,弗洛里安·亨克尔·冯·多纳斯马尔克,约翰尼·德普 / 安吉丽娜·朱莉 / 卢夫斯·塞维尔,剧情 / 悬疑 / 惊悚,美国/法国/意大利,2010,13671,2011年2月13日,进口分账
追凶者也,7.6,曹保平,刘烨 / 张译 / 段博文,剧情 / 喜剧 / 犯罪,中国大陆,2016,13587,2016年9月14日,国产
异星觉醒 Life,6.5,丹尼尔·伊斯皮诺萨,杰克·吉伦哈尔 / 丽贝卡·弗格森 / 瑞恩·雷诺兹,科幻 / 惊悚 / 恐怖,美国,2017,13579,2017年05月19日,进口分账
王朝的女人·杨贵妃,3.6,十庆,范冰冰 / 黎明 / 吴尊,爱情 / 古装,中国大陆,2015,13426,2015年7月30日,国产
十万个冷笑话2,7.4,卢恒宇 / 李姝洁,山新 / 郝祥海 / 李姝洁,喜剧 / 动画 / 奇幻,中国大陆,2017,13389,2017年08月18日,国产
逃出生天,6.7,彭发 / 彭顺,古天乐 / 刘青云 / 陈思诚,剧情 / 灾难,香港/中国大陆,2013,13377,2013年9月30日,国产（合拍）
越光宝盒,5.2,刘镇伟,孙俪 / 郑中基 / 朱茵,喜剧 / 奇幻,中国大陆/香港,2010,13297,2010年3月18日,国产
全城热恋,6.3,夏永康 / 陈国辉,张学友 / 刘若英 / 谢霆锋,喜剧 / 爱情,香港/美国/中国大陆,2010,13290,2010年2月11日,国产（合拍）
高跟鞋先生,5.0,陆可,杜江 / 薛凯琪 / 余心恬,喜剧 / 爱情,中国大陆,2016,13001,2016年2月14日,国产
夜宴,5.7,冯小刚,章子怡 / 葛优 / 吴彦祖,剧情 / 动作 / 古装,中国大陆,2006,13000,2006年9月14日,国产（合拍）
杜拉拉升职记,5.6,徐静蕾,徐静蕾 / 黄立行 / 莫文蔚,喜剧 / 剧情 / 爱情,中国大陆,2010,12987,2010年4月15日,国产
环形使者 Looper,6.8,莱恩·约翰逊,约瑟夫·高登-莱维特 / 布鲁斯·威利斯 / 艾米莉·布朗特,动作 / 科幻 / 惊悚,美国/中国大陆,2012,12983,2012年9月28日,进口分账
前任攻略,6.1,田羽生,韩庚 / 姚星彤 / 郑恺,喜剧 / 爱情,中国大陆,2014,12973,2014年1月31日,国产
逆战,6.4,林超贤,周杰伦 / 谢霆锋 / 林鹏,剧情 / 动作 / 犯罪 / 惊悚,香港/中国大陆,2012,12954,2012年1月17日,国产（合拍）
玩命速递：重启之战 The Transporter Refueled,5.9,卡米尔·狄拉玛,艾德·斯克林 / 雷·史蒂文森 / 洛安·沙巴诺尔,动作 / 犯罪 / 惊悚,法国/中国大陆/比利时,2015,12836,2015年11月20日,进口
铁甲钢拳 Real Steel,8.2,肖恩·利维,休·杰克曼 / 达科塔·高尤 / 凯文·杜兰,剧情 / 动作 / 科幻 / 运动,美国/印度,2011,12805,2011年11月8日,进口分账
睡在我上铺的兄弟,5.0,张琦,陈晓 / 秦岚 / 杜天皓,剧情 / 爱情,中国大陆,2016,12782,2016年4月1日,国产
喜羊羊与灰太狼之虎虎生威,6.8,赵崇邦,谢天华 / 王祖蓝 / 邓丽欣,儿童 / 动画,中国大陆,2010,12750,2010年1月29日,国产
大卫贝肯之倒霉特工熊,4.6,李清舫,汤水雨 / 徐佳琦 / 杨默,喜剧 / 动画 / 冒险 / 家庭,中国大陆,2017,12636,2017年1月13日,国产
超验骇客 Transcendence,6.5,沃利·菲斯特,约翰尼·德普 / 丽贝卡·豪尔 / 保罗·贝坦尼,动作 / 爱情 / 科幻,美国/中国大陆/英国,2014,12633,2014年4月18日,进口分账
加勒比海盗3：世界的尽头 Pirates of the Caribbean: At World&#39;s End,8.0,戈尔·维宾斯基,约翰尼·德普 / 杰弗里·拉什 / 奥兰多·布鲁姆,动作 / 冒险 / 奇幻,美国,2007,12600,2007年6月12日,进口分账
极限挑战之皇家宝藏,4.4,任静 / 严敏,黄渤 / 孙红雷 / 黄磊,喜剧 / 悬疑,中国大陆,2016,12549,2016年1月15日,国产
父子雄兵,4.8,袁卫东,大鹏 / 范伟 / 张天爱,喜剧,中国大陆,2017,12528,2017年07月21日,国产
喜羊羊与灰太狼之喜气羊羊过蛇年,5.2,简耀宗,祖晴 / 梁颖 / 张琳,喜剧 / 动画 / 家庭 / 冒险,中国大陆,2013,12524,2013年1月24日,国产
傲娇与偏见,5.1,李海蜀 / 黄彦威,迪丽热巴 / 张云龙 / 高伟光,喜剧 / 爱情,中国大陆,2017,12428,2017年04月20日,国产
纳尼亚传奇3：黎明踏浪号 The Chronicles of Narnia: The Voyage of the Dawn Treader,6.5,迈克尔·艾普特,本·巴恩斯 / 斯堪德·凯恩斯 / 乔芝·韩莉,剧情 / 奇幻 / 冒险,美国,2010,12391,2011年1月7日,进口分账
罗曼蒂克消亡史,7.7,程耳,葛优 / 章子怡 / 浅野忠信,剧情 / 动作 / 悬疑,中国大陆/香港,2016,12296,2016年12月16日,国产（合拍）
决战食神,4.7,叶伟民,葛优 / 谢霆锋 / 唐嫣,剧情 / 动作,中国大陆/香港,2017,12191,2017年2月10日,国产（合拍）
分歧者3：忠诚世界 The Divergent Series: Allegiant,5.7,罗伯特·斯文克,谢琳·伍德蕾 / 提奥·詹姆斯 / 杰夫·丹尼尔斯,动作 / 科幻 / 冒险,美国,2016,12202,2016年5月20日,进口
天才眼镜狗 Mr. Peabody &amp; Sherman,7.4,罗伯·明可夫,泰·布利尔 / 麦克斯·查尔斯 / 罗莉·弗雷泽,喜剧 / 科幻 / 动画 / 冒险,美国,2014,12097,2014年3月28日,进口分账
天台爱情,6.8,周杰伦,周杰伦 / 王学圻 / 曾志伟,喜剧 / 动作 / 爱情 / 歌舞,中国大陆/香港/台湾,2013,12001,2013年7月11日,国产
玩具总动员3 Toy Story 3,8.8,李·昂克里奇,汤姆·汉克斯 / 蒂姆·艾伦 / 琼·库萨克,喜剧 / 动画 / 奇幻 / 冒险,美国,2010,11937,2010年6月16日,进口特种（3D）
创：战纪 TRON: Legacy,6.5,约瑟夫·科辛斯基,加内特·赫德兰 / 奥利维亚·王尔德 / 杰夫·布里吉斯,动作 / 科幻 / 冒险,美国,2010,11934,2011年1月10日,进口分账
博物馆奇妙夜2 Night at the Museum: Battle of the Smithsonian,6.8,肖恩·利维,本·斯蒂勒 / 艾米·亚当斯 / 欧文·威尔逊,喜剧 / 动作 / 奇幻 / 冒险,美国/加拿大,2009,11933,2009年5月26日,进口分账
战马 War Horse,8.0,史蒂文·斯皮尔伯格,杰瑞米·艾文 / 彼得·穆兰 / 艾米丽·沃森,剧情 / 战争,美国,2011,11918,2012年2月28日,进口分账
太极2：英雄崛起,5.9,冯德伦,梁家辉 / 袁晓超 / 杨颖,喜剧 / 动作 / 奇幻 / 武侠 / 古装,中国大陆,2012,11848,2012年10月25日,国产（合拍）
佩小姐的奇幻城堡 Miss Peregrine&#39;s Home for Peculiar Children,7.2,蒂姆·波顿,阿萨·巴特菲尔德 / 伊娃·格林 / 塞缪尔·杰克逊,剧情 / 奇幻 / 冒险,美国,2016,11839,2016年12月2日,进口分账
我的个神啊 PK,8.4,拉吉库马尔·希拉尼,阿米尔·汗 / 安努舒卡·莎玛 / 桑杰·达特,喜剧 / 奇幻,印度,2014,11818,2015年5月22日,进口
夺命深渊 Sanctum,7.4,阿里斯特·格里尔森,瑞斯·维克菲尔德 / 艾莉森·克拉特切莉 / Alice Parkinson,剧情 / 动作 / 惊悚 / 冒险,美国/澳大利亚,2011,11815,2011年9月8日,进口（特种）
激战 激戰,7.8,林超贤,张家辉 / 彭于晏 / 李馨巧,剧情 / 动作 / 运动,香港/中国大陆,2013,11804,2013年8月16日,国产（合拍）
丁丁历险记 The Adventures of Tintin: The Secret of the Unicorn,7.6,史蒂文·斯皮尔伯格,杰米·贝尔 / 安迪·瑟金斯 / 丹尼尔·克雷格,动作 / 动画 / 悬疑 / 冒险,美国/新西兰,2011,11751,2011年11月15日,进口分账
空中营救 Non-Stop,7.5,佐米·希尔拉,连姆·尼森 / 朱丽安·摩尔 / 斯科特·麦克纳里,动作 / 悬疑 / 惊悚 / 灾难,英国/法国/美国,2014,11738,2014年9月19日,进口
终结者2018 Terminator Salvation,6.7,约瑟夫·麦克金提·尼彻,克里斯蒂安·贝尔 / 萨姆·沃辛顿 / 穆恩·布拉得古德,动作 / 冒险 / 科幻 / 惊悚,美国/德国/英国/意大利,2009,11673,2009年6月9日,进口分账
梅兰芳,6.9,陈凯歌,黎明 / 章子怡 / 孙红雷,传记 / 剧情 / 历史,中国大陆,2008,11670,2008年12月4日,国产（合拍）
生死抉择,6.2,于本正,王庆祥 / 廖京生 / 左翎,剧情,中国大陆,2000,11650,2000年9月28日,国产
全面回忆 Total Recall,7.0,伦·怀斯曼,科林·法瑞尔 / 凯特·贝金赛尔 / 杰西卡·贝尔,动作 / 科幻 / 惊悚 / 冒险,美国/加拿大,2012,11642,2012年10月20日,进口分账
明日世界 Tomorrowland,6.3,布拉德·伯德,布丽特·罗伯森 / 乔治·克鲁尼 / 拉菲·卡西迪,动作 / 科幻 / 冒险,美国/西班牙,2015,11641,2015年5月26日,进口分账
爸爸的假期,4.0,王岳伦,郭涛 / 林志颖 / 张亮,喜剧 / 家庭,中国大陆,2015,11599,2015年2月19日,国产
飓风营救2 Taken 2,6.7,奥利维尔·米加顿,连姆·尼森 / 玛姬·格蕾斯 / 法米克·詹森,剧情 / 动作 / 犯罪,法国/美国,2012,11509,2012年10月7日,进口分账
惊天破,4.0,吴品儒,谢霆锋 / 刘青云 / 佟丽娅,剧情 / 动作 / 犯罪 / 悬疑,中国大陆/香港,2016,11438,2016年10月21日,国产（合拍）
狂怒 Fury,7.8,大卫·阿耶,布拉德·皮特 / 希亚·拉博夫 / 罗根·勒曼,剧情 / 动作 / 战争,英国/中国大陆/美国,2014,11426,2014年11月21日,进口
关键第四号 I Am Number Four,6.1,D·J·卡卢索,亚历克斯·帕蒂弗 / 蒂莫西·奥利芬特 / 泰莉莎·帕尔墨,动作 / 科幻 / 惊悚,美国,2011,11417,2011年2月26日,进口分账
鲛珠传,4.3,杨磊,王大陆 / 张天爱 / 任达华,喜剧 / 动作 / 爱情 / 奇幻,中国大陆/香港,2017,11370,2017年08月11日,国产（合拍）
游龙戏凤 遊龍戲鳳,6.0,刘伟强,刘德华 / 舒淇 / 何韵诗,爱情,香港,2009,11359,2009年1月26日,国产（合拍）
极速蜗牛 Turbo,7.2,大卫·索伦,瑞恩·雷诺兹 / 保罗·吉亚玛提 / 迈克尔·佩纳,喜剧 / 动画 / 冒险,美国,2013,11327,2013年9月18日,进口分账
大明猩 미스터 고,5.4,金容华,徐娇 / 成东日 / 金康宇,剧情 / 喜剧 / 运动,中国大陆/韩国,2013,11307,2013年7月18日,国产（合拍）
九条命 Nine Lives,6.9,巴里·索南菲尔德,凯文·史派西 / 詹妮弗·加纳 / 玛丽娜·维丝曼,喜剧 / 奇幻 / 家庭,法国/中国大陆,2016,11202,2016年9月9日,进口
不可思异,3.8,孙周,王宝强 / 小沈阳 / 大鹏,剧情 / 喜剧 / 科幻,中国大陆,2015,11182,2015年12月4日,国产
木乃伊3 The Mummy: Tomb of the Dragon Emperor,5.4,罗伯·科恩,布兰登·费舍 / 李连杰 / 玛丽亚·贝罗,动作 / 冒险 / 奇幻 / 惊悚,美国/德国,2008,11090,2008年9月2日,国产（合拍）
生化危机5：惩罚 Resident Evil: Retribution,5.7,保罗·安德森,米拉·乔沃维奇 / 米歇尔·罗德里格兹 / 西耶娜·盖尔利,动作 / 科幻 / 恐怖,德国/加拿大/美国/法国,2012,11051,2013年3月17日,进口
一个人的武林,6.2,陈德森,甄子丹 / 王宝强 / 杨采妮,动作 / 惊悚,中国大陆/香港,2014,11047,2014年10月31日,国产（合拍）
21克拉,4.8,何念,郭京飞 / 迪丽热巴 / 大鹏,喜剧 / 爱情,中国大陆,2018,10998,2018年4月20日,国产（上映中……）
降临 Arrival,7.7,丹尼斯·维伦纽瓦,艾米·亚当斯 / 杰瑞米·雷纳 / 福里斯特·惠特克,剧情 / 科幻,美国,2016,10914,2017年1月20日,进口分账
疯狂的赛车,7.9,宁浩,黄渤 / 戎祥 / 九孔,动作 / 冒险 / 喜剧,中国大陆,2009,10904,2009年1月20日,国产
极盗车神 Baby Driver,7.1,埃德加·赖特,安塞尔·艾尔高特 / 凯文·史派西 / 杰米·福克斯,动作 / 犯罪 / 音乐,英国/美国,2017,10884,2017年08月25日,进口分账
不惧风暴 Into the Storm,6.7,史蒂文·奎里,理查德·阿米蒂奇 / 莎拉·韦恩·卡丽丝 / 马特·沃尔什,动作 / 灾难,美国,2014,10862,2014年9月12日,进口分账
魔警,5.9,林超贤,吴彦祖 / 张家辉 / 思漩,动作 / 犯罪 / 悬疑 / 惊悚,香港/中国大陆,2014,10844,2014年4月18日,国产（合拍）
十万个冷笑话,6.3,卢恒宇 / 李姝洁,阿杰 / 皇贞季 / 宝木中阳,喜剧 / 动画 / 奇幻,中国大陆,2014,10799,2014年12月31日（13点起）,国产
二次曝光,6.1,李玉,范冰冰 / 冯绍峰 / 霍思燕,剧情 / 爱情 / 悬疑,中国大陆,2012,10763,2012年9月29日,国产
分歧者2：绝地反击 Insurgent,5.8,罗伯特·斯文克,谢琳·伍德蕾 / 提奥·詹姆斯 / 凯特·温丝莱特,动作 / 科幻 / 冒险,美国,2015,10759,2015年6月19日,进口分账
十八洞村,7.0,苗月,王学圻 / 白威 / 陈西贝,剧情,中国大陆,2017,10736,2017年10月13日,国产
航海王之黄金城 ONE PIECE FILM GOLD,7.7,宮元宏彰,田中真弓 / 中井和哉 / 冈村明美,剧情 / 动作 / 动画 / 冒险,日本,2016,10732,2016年11月11日,进口
杨善洲,7.3,董玲,李雪健 / 奚美娟 / 陶虹,剧情 / 传记,中国大陆,2011,10706,2011年7月19日,国产
猎神：冬日之战 The Huntsman: Winter&#39;s War,5.4,塞德里克·萨科,克里斯·海姆斯沃斯 / 查理兹·塞隆 / 艾米莉·布朗特,动作 / 奇幻 / 冒险,美国,2016,10628,2016年4月22日,进口分账
东北往事之破马张飞,3.6,郭大雷,贾乃亮 / 马丽 / 王迅,喜剧 / 动作,中国大陆,2017,10611,2017年2月3日,国产
追捕,4.7,吴宇森,张涵予 / 福山雅治 / 戚薇,剧情 / 动作 / 悬疑,香港/中国大陆,2017,10601,2017年11月24日,国产（合拍）
达·芬奇密码 The Da Vinci Code,7.2,朗·霍华德,汤姆·汉克斯 / 奥黛丽·塔图 / 伊恩·麦克莱恩,悬疑 / 惊悚,美国/马耳他/法国/英国,2006,10583,2006年5月19日,进口分账
水形物语 The Shape of Water,7.2,吉尔莫·德尔·托罗,莎莉·霍金斯 / 道格·琼斯 / 迈克尔·珊农,剧情 / 爱情 / 奇幻,美国,2017,10530,2018年3月16日,进口
全民超人汉考克 Hancock,6.7,彼得·博格,威尔·史密斯 / 查理兹·塞隆 / 杰森·贝特曼,动作 / 犯罪 / 奇幻,美国,2008,10500,2008年7月2日,进口分账
霍元甲,6.7,于仁泰,李连杰 / 董勇 / 孙俪,剧情 / 传记 / 动作,美国/中国大陆/香港,2006,10500,2006年1月25日,国产（合拍）
珍珠港 Pearl Harbor,7.8,迈克尔·贝,本·阿弗莱克 / 乔什·哈奈特 / 凯特·贝金赛尔,剧情 / 历史 / 爱情 / 战争,美国,2001,10500,2001年8月10日,进口分账
